base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	[+low,+syllabic] ([-syllabic] ?)*$	[+high,+syllabic] ([-syllabic] ?)*$	[-low,+syllabic] ([-syllabic] ?)*$	[-high,+syllabic] ([-syllabic] ?)*$	[-back,+syllabic] ([-syllabic] ?)*$	[-syllabic] [-syllabic]$	[-syllabic] [-syllabic] [-syllabic]	[-back,-syllabic,-lateral] [-syllabic]	^([-syllabic] ?)* ?[+syllabic] ?([-syllabic] ?)*$	[-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic,-son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,-son] [+syllabic]	[+low,+syllabic] ([-syllabic] ?)*$	[+high,+syllabic] ([-syllabic] ?)*$	[-low,+syllabic] ([-syllabic] ?)*$	[-high,+syllabic] ([-syllabic] ?)*$	[-back,+syllabic] ([-syllabic] ?)*$	[-syllabic] [-syllabic]$	[-syllabic] [-syllabic] [-syllabic]	[-back,-syllabic,-lateral] [-syllabic]	^([-syllabic] ?)* ?[+syllabic] ?([-syllabic] ?)*$	[-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic,-son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,-son] [+syllabic]	F: Ident [back]
		Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]					-1.3405860571877677	-3.7472226026017807	0	0	0	0	-0.036129041686355716	0	-0.010462151098244669	-0.015938053174360887	-0.020589727185237272	-0.012225301153593826	-0.003987425749695376	0	-0.0018713948236249345	0	-0.004938168529828332	0	0	0	0	0	0	-0.6604797370766223	0	-0.03854025195326371	-0.06446594331885164	0	-0.02058019324112777	0	-0.022470894024878597	-0.06789435052178272	0	0	-0.2131846581798432
		Insert [a] at -1, Delete 1 segment at last nucleus					-3.54715822261562	-6.663600869851556	-0.00296969578686158	0	-1.061663683595879	-4.136603079508319	-0.08560153567833668	-0.06367133250571061	-0.014484976293864398	-0.0074680347348854495	-0.04469565053354198	-0.060654805558489885	-0.05230966105232167	-0.001928479322663952	-0.0009311178451652732	0	-0.009091655918754694	0	0	0	0	0	0	-0.851774867210477	-1.129982590886077	-0.05901903166393378	-0.177844024012007	-0.22800396006869905	-0.10719299013683492	0	-0.03196806041495292	-0.06596854217127988	0	0	0
		Insert [a] at -1					0	0	-2.278193289391591	-2.406301174707867	-0.2022257718278834	0	0	-0.12669702634696647	0	-0.005067032796928685	0	0	0	-0.0011432458822706625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0031885456059652425	0	0	0	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
zh o g	-0.017	Insert [a] at -1, Delete 1 segment at last nucleus	zh g a	-0.059	-0.076	0.4908361999050724	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh o g	-4.684	Insert [a] at -1	zh o g a	0	-4.684	0.004894491881672355	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m a zh e g	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m a zh g a	0	0	0.7394962641751771	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m a zh e g	-1.065	Insert [a] at -1, Delete 1 segment at last nucleus	m a zh g a	0	-1.065	0.25492496075748233	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m a zh e g	-4.887	Insert [a] at -1	m a zh e g a	0	-4.887	0.005578775067340625	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh e g	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g a	-0.039	-0.049	0.7437843269504418	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh e g	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	zh g a	-0.059	-1.138	0.25032275611774985	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh e g	-4.887	Insert [a] at -1	zh e g a	0	-4.887	0.005892916931808239	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mj i zh e g	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	mj i zh g a	0	0	0.7394962641751771	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mj i zh e g	-1.065	Insert [a] at -1, Delete 1 segment at last nucleus	mj i zh g a	0	-1.065	0.25492496075748233	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mj i zh e g	-4.887	Insert [a] at -1	mj i zh e g a	0	-4.887	0.005578775067340625	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh e g	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g a	-0.039	-0.049	0.7437843269504418	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh e g	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	zh g a	-0.059	-1.138	0.25032275611774985	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh e g	-4.887	Insert [a] at -1	zh e g a	0	-4.887	0.005892916931808239	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh o g	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g a	-0.039	-0.049	0.5042693082132552	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh o g	-0.017	Insert [a] at -1, Delete 1 segment at last nucleus	zh g a	-0.059	-0.076	0.4908361999050724	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh o g	-4.684	Insert [a] at -1	zh o g a	0	-4.684	0.004894491881672355	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sj i zh e g b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sj i zh o g b a	-0.213	-0.213	0.9879043969572193	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
sj i zh e g b	-4.887	Insert [a] at -1	sj i zh e g b a	0	-4.887	0.009221944622683866	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sj i zh e g b	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	sj i zh g b a	-0.852	-6.053	0.0028736584200968335	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
zh e g b	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh o g b a	-0.213	-0.223	0.9879888407297862	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
zh e g b	-4.887	Insert [a] at -1	zh e g b a	0	-4.887	0.009315422899632208	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh e g b	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	zh g b a	-0.911	-6.127000000000001	0.002695736370581588	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
rj i zh g o b	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	rj i zh g b a	-0.66	-0.664	0.5548698354797591	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
rj i zh g o b	-0.055	Insert [a] at -1, Delete 1 segment at last nucleus	rj i zh g b a	-0.852	-0.907	0.4351686058178851	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
rj i zh g o b	-4.684	Insert [a] at -1	rj i zh g o b a	0	-4.684	0.009961558702355827	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh e g v	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh o g v a	-0.234	-0.24400000000000002	0.9880129994677844	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
zh e g v	-4.887	Insert [a] at -1	zh e g v a	0	-4.887	0.00951334790431579	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh e g v	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	zh g v a	-1.018	-6.234	0.0024736526278998374	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
zh gj e v	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g v a	-0.933	-0.9470000000000001	0.9084991837620584	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1
zh gj e v	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	zh gj v a	-2.326	-3.457	0.07383212901612977	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
zh gj e v	-4.887	Insert [a] at -1	zh gj e v a	0	-4.887	0.01766868722181186	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh gj e v	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g v a	-0.933	-0.9470000000000001	0.9084991837620584	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1
zh gj e v	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	zh gj v a	-2.326	-3.457	0.07383212901612977	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
zh gj e v	-4.887	Insert [a] at -1	zh gj e v a	0	-4.887	0.01766868722181186	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
z u zh g o v	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	z u zh g v a	-0.681	-0.685	0.57538161394369	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
z u zh g o v	-0.055	Insert [a] at -1, Delete 1 segment at last nucleus	z u zh g v a	-0.959	-1.014	0.41406936043923837	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
z u zh g o v	-4.684	Insert [a] at -1	z u zh g o v a	0	-4.684	0.010549025617071677	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
n u zh e g v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n u zh o g v a	-0.234	-0.234	0.9879449989737993	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
n u zh e g v	-4.887	Insert [a] at -1	n u zh e g v a	0	-4.887	0.009418040265069295	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n u zh e g v	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	n u zh g v a	-0.959	-6.159999999999999	0.0026369607611314437	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
l a zh g o v	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	l a zh g v a	-0.681	-0.685	0.57538161394369	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
l a zh g o v	-0.055	Insert [a] at -1, Delete 1 segment at last nucleus	l a zh g v a	-0.959	-1.014	0.41406936043923837	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
l a zh g o v	-4.684	Insert [a] at -1	l a zh g o v a	0	-4.684	0.010549025617071677	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh gj e v	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g v a	-0.933	-0.9470000000000001	0.9084991837620584	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1
zh gj e v	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	zh gj v a	-2.326	-3.457	0.07383212901612977	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
zh gj e v	-4.887	Insert [a] at -1	zh gj e v a	0	-4.887	0.01766868722181186	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh g o v	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g v a	-0.72	-0.734	0.5810137480838549	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
zh g o v	-0.07	Insert [a] at -1, Delete 1 segment at last nucleus	zh g v a	-1.018	-1.088	0.4077990054693908	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
zh g o v	-4.684	Insert [a] at -1	zh g o v a	0	-4.684	0.011187246446754404	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh a zh o g zh	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh a zh o g zh a	0	0	0.9842189945227686	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh a zh o g zh	-4.684	Insert [a] at -1	zh a zh o g zh a	0	-4.684	0.00909612435455418	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh a zh o g zh	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	zh a zh g zh a	-0.852	-4.992	0.006684881122677225	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
z u zh g o zh	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	z u zh g zh a	-0.66	-0.664	0.5548698354797591	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
z u zh g o zh	-0.055	Insert [a] at -1, Delete 1 segment at last nucleus	z u zh g zh a	-0.852	-0.907	0.4351686058178851	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
z u zh g o zh	-4.684	Insert [a] at -1	z u zh g o zh a	0	-4.684	0.009961558702355827	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh o g zh	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh o g zh a	0	-0.01	0.9845308328995075	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh o g zh	-4.684	Insert [a] at -1	zh o g zh a	0	-4.684	0.009190452890268139	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh o g zh	-4.154	Insert [a] at -1, Delete 1 segment at last nucleus	zh g zh a	-0.911	-5.0649999999999995	0.0062787142102245005	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
zh e g zh	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh o g zh a	-0.213	-0.223	0.9879888407297862	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
zh e g zh	-4.887	Insert [a] at -1	zh e g zh a	0	-4.887	0.009315422899632208	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh e g zh	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	zh g zh a	-0.911	-6.127000000000001	0.002695736370581588	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
mj i zh gj e zh	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	mj i zh g zh a	-0.874	-0.878	0.9053612643509371	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
mj i zh gj e zh	-1.117	Insert [a] at -1, Delete 1 segment at last nucleus	mj i zh gj zh a	-2.21	-3.327	0.07820503652548519	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0
mj i zh gj e zh	-4.887	Insert [a] at -1	mj i zh gj e zh a	0	-4.887	0.016433699123577762	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
rj i zh o g zh	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	rj i zh o g zh a	0	0	0.9842189945227686	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
rj i zh o g zh	-4.684	Insert [a] at -1	rj i zh o g zh a	0	-4.684	0.00909612435455418	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
rj i zh o g zh	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	rj i zh g zh a	-0.852	-4.992	0.006684881122677225	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
zh gj e zh	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g zh a	-0.912	-0.926	0.9063789770085643	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
zh gj e zh	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	zh gj zh a	-2.269	-3.4000000000000004	0.07635988673091376	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
zh gj e zh	-4.887	Insert [a] at -1	zh gj e zh a	0	-4.887	0.01726113626052207	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m a zh g o zh	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m a zh g zh a	-0.66	-0.664	0.5548698354797591	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
m a zh g o zh	-0.055	Insert [a] at -1, Delete 1 segment at last nucleus	m a zh g zh a	-0.852	-0.907	0.4351686058178851	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
m a zh g o zh	-4.684	Insert [a] at -1	m a zh g o zh a	0	-4.684	0.009961558702355827	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
x a zh gj e z	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x a zh g z a	-0.874	-0.878	0.9053612643509371	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
x a zh gj e z	-1.117	Insert [a] at -1, Delete 1 segment at last nucleus	x a zh gj z a	-2.21	-3.327	0.07820503652548519	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0
x a zh gj e z	-4.887	Insert [a] at -1	x a zh gj e z a	0	-4.887	0.016433699123577762	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b u zh e g z	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u zh o g z a	-0.213	-0.213	0.9879043969572193	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
b u zh e g z	-4.887	Insert [a] at -1	b u zh e g z a	0	-4.887	0.009221944622683866	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b u zh e g z	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	b u zh g z a	-0.852	-6.053	0.0028736584200968335	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
tj i zh gj e z	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	tj i zh g z a	-0.874	-0.878	0.9053612643509371	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
tj i zh gj e z	-1.117	Insert [a] at -1, Delete 1 segment at last nucleus	tj i zh gj z a	-2.21	-3.327	0.07820503652548519	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0
tj i zh gj e z	-4.887	Insert [a] at -1	tj i zh gj e z a	0	-4.887	0.016433699123577762	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b a zh e g z	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b a zh o g z a	-0.213	-0.213	0.9879043969572193	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
b a zh e g z	-4.887	Insert [a] at -1	b a zh e g z a	0	-4.887	0.009221944622683866	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b a zh e g z	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	b a zh g z a	-0.852	-6.053	0.0028736584200968335	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
zh gj e z	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh g z a	-0.912	-0.926	0.9063789770085643	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
zh gj e z	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	zh gj z a	-2.269	-3.4000000000000004	0.07635988673091376	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
zh gj e z	-4.887	Insert [a] at -1	zh gj e z a	0	-4.887	0.01726113626052207	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh e g z	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh o g z a	-0.213	-0.223	0.9879888407297862	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
